invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5_percents,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
345-08-4992,0,2,0,1,4,33.99,6,10.197,214.137,3/8/2019,15:37,1,203.94,4.761904762,10.197,7.7
549-96-4200,2,1,1,1,2,17.04,4,3.408,71.568,3/8/2019,20:15,2,68.16,4.761904762,3.408,7.0
810-60-6344,2,1,0,0,0,40.86,8,16.344,343.224,2/7/2019,14:38,1,326.88,4.761904762,16.344,6.5
450-28-2866,2,1,1,1,2,17.44,5,4.36,91.56,1/15/2019,19:25,0,87.2,4.761904762,4.36,8.1
394-30-3170,1,0,1,0,5,88.43,8,35.372,742.812,3/22/2019,19:35,1,707.44,4.761904762,35.372,4.3
138-17-5109,0,2,1,0,4,89.21,9,40.1445,843.0345,1/15/2019,15:42,1,802.89,4.761904762,40.1445,6.5
192-98-7397,2,1,0,1,1,12.78,1,0.639,13.419,1/8/2019,14:11,2,12.78,4.761904762,0.639,9.5
301-11-9629,0,2,0,0,5,19.1,7,6.685,140.385,1/15/2019,10:43,0,133.7,4.761904762,6.685,9.7
390-80-5128,1,0,1,0,3,19.15,1,0.9575,20.1075,1/28/2019,17:58,1,19.15,4.761904762,0.9575,9.5
235-46-8343,2,1,1,1,2,27.66,10,13.83,290.43,2/14/2019,11:26,1,276.6,4.761904762,13.83,8.9
453-12-7053,2,1,0,1,1,45.74,3,6.8610000000000015,144.08100000000005,3/10/2019,17:38,1,137.22,4.761904762,6.8610000000000015,6.5
296-11-7041,1,0,1,0,3,27.07,1,1.3535,28.4235,1/12/2019,20:07,1,27.07,4.761904762,1.3535,5.3
449-27-2918,1,0,1,0,5,39.12,1,1.956,41.076,3/26/2019,11:02,1,39.12,4.761904762,1.956,9.6
891-01-7034,1,0,0,0,0,74.71,6,22.413,470.673,1/1/2019,19:07,0,448.26,4.761904762,22.413,6.7
744-09-5786,1,0,0,1,0,22.01,6,6.603,138.66299999999998,1/2/2019,18:50,0,132.06,4.761904762,6.603,7.6
727-17-0390,0,2,0,0,2,63.61,5,15.9025,333.9525,3/16/2019,12:43,2,318.05,4.761904762,15.9025,4.8
568-88-3448,0,2,0,1,3,25.0,1,1.25,26.25,3/3/2019,15:09,2,25.0,4.761904762,1.25,5.5
187-83-5490,0,2,1,1,0,20.77,4,4.154,87.234,1/31/2019,13:47,0,83.08,4.761904762,4.154,4.7
767-54-1907,1,0,1,0,1,29.56,5,7.39,155.19,2/13/2019,16:59,0,147.8,4.761904762,7.39,6.9
710-46-4433,1,0,1,0,2,77.4,9,34.83,731.43,2/15/2019,14:15,1,696.6,4.761904762,34.83,4.5
533-33-5337,1,0,0,1,0,79.39,10,39.695,833.595,2/7/2019,20:24,0,793.9,4.761904762,39.695,6.2
325-90-8763,2,1,1,0,0,46.57,10,23.285,488.985,1/27/2019,13:58,0,465.7,4.761904762,23.285,7.6
729-46-7422,2,1,0,1,2,35.89,1,1.7945,37.6845,2/23/2019,16:52,1,35.89,4.761904762,1.7945,7.9
639-76-1242,2,1,0,1,2,40.52,5,10.13,212.73,2/3/2019,15:19,0,202.6,4.761904762,10.13,4.5
234-03-4040,1,0,1,0,2,73.05,10,36.525,767.025,3/3/2019,12:25,1,730.5,4.761904762,36.525,8.7
326-71-2155,2,1,0,0,5,73.95,4,14.79,310.59,2/3/2019,10:02,0,295.8,4.761904762,14.79,6.1
320-32-8842,2,1,1,0,2,22.62,1,1.131,23.751,3/17/2019,18:58,0,22.62,4.761904762,1.131,6.4
470-32-9057,0,2,1,1,2,51.34,5,12.835,269.535,3/28/2019,15:31,1,256.7,4.761904762,12.835,9.1
878-30-2331,2,1,1,0,5,54.55,10,27.275,572.775,3/2/2019,11:22,1,545.5,4.761904762,27.275,7.1
440-59-5691,2,1,1,0,3,37.15,7,13.0025,273.0525,2/8/2019,13:12,1,260.05,4.761904762,13.0025,7.7
554-53-3790,1,0,0,1,5,37.02,6,11.106,233.226,3/22/2019,18:33,0,222.12,4.761904762,11.106,4.5
746-19-0921,2,1,0,1,2,21.58,1,1.079,22.659,2/9/2019,10:02,2,21.58,4.761904762,1.079,7.2
233-34-0817,2,1,1,0,0,98.84,1,4.942,103.782,2/15/2019,11:21,0,98.84,4.761904762,4.942,8.4
767-05-1286,2,1,1,0,4,83.77,6,25.131,527.751,1/23/2019,12:10,2,502.62,4.761904762,25.131,5.4
340-21-9136,0,2,1,0,5,40.05,4,8.01,168.21,1/25/2019,11:40,0,160.2,4.761904762,8.01,9.7
405-31-3305,0,2,1,1,1,43.13,10,21.565,452.865,2/2/2019,18:31,1,431.3,4.761904762,21.565,5.5
731-59-7531,1,0,1,1,3,72.57,8,29.028,609.5880000000002,3/30/2019,17:58,0,580.56,4.761904762,29.028,4.6
676-39-6028,0,2,1,0,0,64.44,5,16.11,338.31,3/30/2019,17:04,0,322.2,4.761904762,16.11,6.6
502-05-1910,0,2,0,1,3,65.18,3,9.777,205.317,2/25/2019,20:35,1,195.54,4.761904762,9.777,6.3
485-30-8700,0,2,0,0,5,33.26,5,8.315,174.615,3/18/2019,16:10,1,166.3,4.761904762,8.315,4.2
598-47-9715,2,1,0,1,0,84.07,4,16.814,353.094,3/7/2019,16:54,2,336.28,4.761904762,16.814,4.4
701-69-8742,1,0,0,1,5,34.37,10,17.185,360.885,3/16/2019,10:11,2,343.7,4.761904762,17.185,6.7
575-67-1508,0,2,0,1,0,38.6,1,1.93,40.53,1/29/2019,11:26,2,38.6,4.761904762,1.93,6.7
541-08-3113,2,1,0,1,2,65.97,8,26.388,554.148,2/2/2019,20:29,0,527.76,4.761904762,26.388,8.4
246-11-3901,2,1,0,0,0,32.8,10,16.4,344.4,2/15/2019,12:12,0,328.0,4.761904762,16.4,6.2
674-15-9296,0,2,0,1,5,37.14,5,9.285,194.985,1/8/2019,13:05,2,185.7,4.761904762,9.285,5.0
305-18-3552,1,0,1,1,4,60.38,10,30.19,633.99,2/12/2019,16:19,0,603.8,4.761904762,30.19,6.0
493-65-6248,2,1,1,0,5,36.98,10,18.49,388.29,1/1/2019,19:48,1,369.8,4.761904762,18.49,7.0
438-01-4015,1,0,1,0,5,49.49,4,9.898,207.858,3/21/2019,15:25,2,197.96,4.761904762,9.898,6.6
709-58-4068,1,0,0,0,1,41.09,10,20.545,431.445,2/28/2019,14:42,0,410.9,4.761904762,20.545,7.3
795-49-7276,0,2,0,1,1,37.15,4,7.43,156.03,3/23/2019,18:59,2,148.6,4.761904762,7.43,8.3
556-72-8512,2,1,0,1,4,22.96,1,1.148,24.108,1/30/2019,20:47,0,22.96,4.761904762,1.148,4.3
627-95-3243,1,0,1,0,4,77.68,9,34.956,734.076,2/4/2019,13:21,2,699.12,4.761904762,34.956,9.8
686-41-0932,1,0,0,0,1,34.7,2,3.47,72.87,3/13/2019,19:48,2,69.4,4.761904762,3.47,8.2
510-09-5628,0,2,1,0,1,19.66,10,9.83,206.43,3/15/2019,18:20,1,196.6,4.761904762,9.83,7.2
608-04-3797,1,0,1,0,3,25.32,8,10.128,212.688,3/5/2019,20:24,2,202.56,4.761904762,10.128,8.7
148-82-2527,2,1,1,0,4,12.12,10,6.06,127.26,3/5/2019,13:44,1,121.2,4.761904762,6.06,8.4
437-53-3084,1,0,0,1,1,99.89,2,9.989,209.769,2/26/2019,11:48,2,199.78,4.761904762,9.989,7.1
632-32-4574,1,0,0,1,5,75.92,8,30.368,637.7280000000002,3/20/2019,14:14,0,607.36,4.761904762,30.368,5.5
556-97-7101,2,1,0,0,0,63.22,2,6.322,132.762,1/1/2019,15:51,0,126.44,4.761904762,6.322,8.5
862-59-8517,2,1,0,0,2,90.24,6,27.072,568.512,1/27/2019,11:17,0,541.44,4.761904762,27.072,6.2
401-18-8016,1,0,1,0,5,98.13,1,4.9065,103.0365,1/21/2019,17:36,0,98.13,4.761904762,4.9065,8.9
420-18-8989,0,2,1,0,5,51.52,8,20.608,432.768,2/2/2019,15:47,0,412.16,4.761904762,20.608,9.6
277-63-2961,1,0,1,1,5,73.97,1,3.6985,77.6685,2/3/2019,15:53,1,73.97,4.761904762,3.6985,5.4
573-98-8548,2,1,1,0,1,31.9,1,1.595,33.495,1/5/2019,12:40,2,31.9,4.761904762,1.595,9.1
620-02-2046,2,1,0,1,4,69.4,2,6.94,145.74,1/27/2019,19:48,2,138.8,4.761904762,6.94,9.0
282-35-2475,1,0,0,0,5,93.31,2,9.331,195.951,3/25/2019,17:53,0,186.62,4.761904762,9.331,6.3
511-54-3087,1,0,0,1,5,88.45,1,4.4225,92.8725,2/25/2019,16:36,1,88.45,4.761904762,4.4225,9.5
726-29-6793,0,2,1,1,0,24.18,8,9.672,203.112,1/28/2019,20:54,2,193.44,4.761904762,9.672,9.8
387-49-4215,1,0,1,0,5,48.5,3,7.275,152.775,1/8/2019,12:50,0,145.5,4.761904762,7.275,6.7
862-17-9201,1,0,0,0,2,84.05,6,25.215,529.515,1/29/2019,10:48,1,504.3,4.761904762,25.215,7.7
291-21-5991,1,0,1,1,3,61.29,5,15.3225,321.7725,3/29/2019,14:28,0,306.45,4.761904762,15.3225,7.0
602-80-9671,2,1,1,0,4,15.95,6,4.785,100.485,2/9/2019,17:15,1,95.7,4.761904762,4.785,5.1
347-72-6115,1,0,1,0,5,90.74,7,31.759,666.939,1/16/2019,18:03,1,635.18,4.761904762,31.759,6.2
209-61-0206,0,2,0,0,4,42.91,5,10.7275,225.2775,1/5/2019,17:29,2,214.55,4.761904762,10.7275,6.1
595-27-4851,0,2,0,0,1,54.28,7,18.998,398.958,1/27/2019,18:05,2,379.96,4.761904762,18.998,9.3
189-52-0236,0,2,0,1,0,99.55,7,34.8425,731.6925,3/14/2019,12:07,0,696.85,4.761904762,34.8425,7.6
503-07-0930,2,1,1,1,5,58.39,7,20.4365,429.1665,2/23/2019,19:49,1,408.73,4.761904762,20.4365,8.2
413-20-6708,2,1,1,0,1,51.47,1,2.5735,54.0435,3/18/2019,15:52,2,51.47,4.761904762,2.5735,8.5
425-85-2085,1,0,1,1,3,54.86,5,13.715,288.015,3/29/2019,16:48,2,274.3,4.761904762,13.715,9.8
521-18-7827,2,1,1,1,4,39.39,5,9.8475,206.7975,1/22/2019,20:46,1,196.95,4.761904762,9.8475,8.7
220-28-1851,0,2,0,1,4,34.73,2,3.4730000000000003,72.933,3/1/2019,18:14,2,69.46,4.761904762,3.4730000000000003,9.7
600-38-9738,2,1,1,1,5,71.92,5,17.98,377.58,1/17/2019,15:05,1,359.6,4.761904762,17.98,4.3
734-91-1155,1,0,0,0,0,45.71,3,6.8565,143.9865,3/26/2019,10:34,1,137.13,4.761904762,6.8565,7.7
451-28-5717,2,1,1,0,4,83.17,6,24.951,523.971,3/20/2019,11:23,0,499.02,4.761904762,24.951,7.3
609-81-8548,0,2,1,0,4,37.44,6,11.232,235.872,2/6/2019,13:55,1,224.64,4.761904762,11.232,5.9
133-14-7229,2,1,0,1,3,62.87,2,6.287000000000001,132.02700000000002,1/1/2019,11:43,0,125.74,4.761904762,6.287000000000001,5.0
534-01-4457,0,2,0,1,2,81.71,6,24.513,514.773,1/27/2019,14:36,1,490.26,4.761904762,24.513,8.0
719-89-8991,0,2,1,0,5,91.41,5,22.8525,479.9025,2/25/2019,16:03,2,457.05,4.761904762,22.8525,7.1
286-62-6248,1,0,0,1,1,39.21,4,7.842,164.68200000000004,1/16/2019,20:03,1,156.84,4.761904762,7.842,9.0
339-38-9982,1,0,1,1,1,59.86,2,5.9860000000000015,125.706,1/13/2019,14:55,2,119.72,4.761904762,5.9860000000000015,6.7
827-44-5872,1,0,1,0,2,54.36,10,27.18,570.78,2/7/2019,11:28,1,543.6,4.761904762,27.18,6.1
827-77-7633,0,2,0,1,5,98.09,9,44.1405,926.9505,2/17/2019,19:41,0,882.81,4.761904762,44.1405,9.3
287-83-1405,0,2,0,1,3,25.43,6,7.629,160.209,2/12/2019,19:01,2,152.58,4.761904762,7.629,7.0
435-13-4908,0,2,1,1,1,86.68,8,34.672,728.112,1/24/2019,18:04,1,693.44,4.761904762,34.672,7.2
857-67-9057,1,0,0,1,0,22.95,10,11.475,240.975,2/6/2019,19:20,2,229.5,4.761904762,11.475,8.2
236-27-1144,2,1,0,0,2,16.31,9,7.3395,154.1295,3/26/2019,10:31,2,146.79,4.761904762,7.3395,8.4
892-05-6689,0,2,0,0,4,28.32,5,7.08,148.68,3/11/2019,13:28,2,141.6,4.761904762,7.08,6.2
583-41-4548,2,1,0,1,4,16.67,7,5.8345,122.5245,2/7/2019,11:36,2,116.69,4.761904762,5.8345,7.4
339-12-4827,1,0,1,0,1,73.96,1,3.698,77.658,1/5/2019,11:32,1,73.96,4.761904762,3.698,5.0
643-38-7867,0,2,0,1,4,97.94,1,4.897,102.837,3/7/2019,11:44,2,97.94,4.761904762,4.897,6.9
308-81-0538,0,2,0,0,1,73.05,4,14.61,306.81,2/25/2019,17:16,1,292.2,4.761904762,14.61,4.9
358-88-9262,2,1,1,0,2,87.48,6,26.244,551.124,2/1/2019,18:43,2,524.88,4.761904762,26.244,5.1
460-35-4390,0,2,0,1,4,30.68,3,4.602,96.642,1/22/2019,11:00,2,92.04,4.761904762,4.602,9.1
343-87-0864,2,1,1,1,3,75.88,1,3.794,79.67399999999998,1/3/2019,10:30,1,75.88,4.761904762,3.794,7.1
173-50-1108,1,0,1,0,5,20.18,4,4.0360000000000005,84.756,2/13/2019,12:14,1,80.72,4.761904762,4.0360000000000005,5.0
243-47-2663,2,1,1,1,0,18.77,6,5.631,118.251,1/28/2019,16:43,1,112.62,4.761904762,5.631,5.5
841-18-8232,1,0,0,0,2,71.2,1,3.56,74.76,1/5/2019,20:40,1,71.2,4.761904762,3.56,9.2
701-23-5550,1,0,1,1,4,38.81,4,7.762,163.002,3/19/2019,13:40,2,155.24,4.761904762,7.762,4.9
647-50-1224,0,2,0,0,1,29.42,10,14.71,308.91,1/12/2019,16:23,2,294.2,4.761904762,14.71,8.9
541-48-8554,0,2,0,1,5,60.95,9,27.4275,575.9775,1/7/2019,12:08,1,548.55,4.761904762,27.4275,6.0
539-21-7227,1,0,0,0,5,51.54,5,12.885,270.585,1/26/2019,17:45,0,257.7,4.761904762,12.885,4.2
213-32-1216,0,2,0,0,0,66.06,6,19.818,416.17800000000005,1/23/2019,10:28,0,396.36,4.761904762,19.818,7.3
747-58-7183,1,0,0,1,1,57.27,3,8.5905,180.4005,2/9/2019,20:31,2,171.81,4.761904762,8.5905,6.5
582-52-8065,1,0,0,0,1,54.31,9,24.4395,513.2295,2/22/2019,10:49,0,488.79,4.761904762,24.4395,8.9
210-57-1719,1,0,0,0,3,58.24,9,26.208,550.368,2/5/2019,12:34,0,524.16,4.761904762,26.208,9.7
399-69-4630,2,1,0,1,0,22.21,6,6.6629999999999985,139.923,3/7/2019,10:23,1,133.26,4.761904762,6.6629999999999985,8.6
134-75-2619,0,2,1,1,0,19.32,7,6.7620000000000005,142.002,3/25/2019,18:51,0,135.24,4.761904762,6.7620000000000005,6.9
356-44-8813,1,0,0,1,4,37.48,3,5.622000000000001,118.062,1/20/2019,13:45,1,112.44,4.761904762,5.622000000000001,7.7
198-66-9832,1,0,1,0,1,72.04,2,7.204,151.284,2/4/2019,19:38,0,144.08,4.761904762,7.204,9.5
283-26-5248,2,1,1,0,2,98.52,10,49.26,1034.46,1/30/2019,20:23,2,985.2,4.761904762,49.26,4.5
712-39-0363,0,2,1,1,2,41.66,6,12.498,262.458,1/2/2019,15:24,2,249.96,4.761904762,12.498,5.6
218-59-9410,0,2,1,0,4,72.42,3,10.863,228.123,3/29/2019,16:54,2,217.26,4.761904762,10.863,8.2
174-75-0888,1,0,0,1,0,21.58,9,9.711,203.931,3/14/2019,12:32,0,194.22,4.761904762,9.711,7.3
866-99-7614,2,1,0,1,2,89.2,10,44.6,936.6,2/11/2019,15:42,1,892.0,4.761904762,44.6,4.4
134-54-4720,1,0,0,0,0,42.42,8,16.968,356.3280000000001,1/30/2019,13:58,2,339.36,4.761904762,16.968,5.7
760-90-2357,0,2,1,1,0,74.51,6,22.353,469.413,3/20/2019,15:08,2,447.06,4.761904762,22.353,5.0
514-37-2845,1,0,0,1,1,99.25,2,9.925,208.425,3/20/2019,13:02,0,198.5,4.761904762,9.925,9.0
698-98-5964,0,2,0,0,2,81.21,10,40.605,852.705,1/17/2019,13:01,1,812.1,4.761904762,40.605,6.3
718-57-9773,2,1,0,0,5,49.33,10,24.665,517.965,2/3/2019,16:40,1,493.3,4.761904762,24.665,9.4
651-88-7328,0,2,0,0,1,65.74,9,29.583,621.243,1/1/2019,13:55,0,591.66,4.761904762,29.583,7.7
241-11-2261,1,0,0,0,1,79.86,7,27.951,586.971,1/10/2019,10:33,1,559.02,4.761904762,27.951,5.5
408-26-9866,2,1,0,0,5,73.98,7,25.893,543.753,3/2/2019,16:42,2,517.86,4.761904762,25.893,4.1
834-83-1826,1,0,1,0,4,82.04,5,20.51,430.71,2/25/2019,17:16,1,410.2,4.761904762,20.51,7.6
343-61-3544,1,0,1,1,5,26.67,10,13.335,280.035,1/29/2019,11:48,0,266.7,4.761904762,13.335,8.6
239-48-4278,0,2,1,1,2,10.13,7,3.5455,74.4555,3/10/2019,19:35,2,70.91,4.761904762,3.5455,8.3
355-34-6244,1,0,0,1,2,72.39,2,7.239,152.019,1/13/2019,19:55,1,144.78,4.761904762,7.239,8.1
550-84-8664,0,2,0,1,5,85.91,5,21.4775,451.0275,3/22/2019,14:33,1,429.55,4.761904762,21.4775,8.6
339-96-8318,1,0,1,1,1,81.31,7,28.4585,597.6285,3/1/2019,19:49,2,569.17,4.761904762,28.4585,6.3
458-61-0011,1,0,0,1,2,60.3,4,12.06,253.26,2/20/2019,18:43,0,241.2,4.761904762,12.06,5.8
592-34-6155,2,1,0,1,2,31.77,4,6.354,133.434,1/14/2019,14:43,2,127.08,4.761904762,6.354,6.2
797-88-0493,0,2,0,0,3,64.27,4,12.854,269.934,3/26/2019,13:54,0,257.08,4.761904762,12.854,7.7
207-73-1363,1,0,0,1,3,69.51,2,6.9510000000000005,145.971,3/1/2019,12:15,2,139.02,4.761904762,6.9510000000000005,8.1
390-31-6381,2,1,0,1,2,27.22,3,4.083,85.743,1/7/2019,12:37,0,81.66,4.761904762,4.083,7.3
443-82-0585,0,2,1,0,3,77.68,4,15.536,326.256,2/1/2019,19:54,0,310.72,4.761904762,15.536,8.4
339-18-7061,2,1,1,0,1,92.98,2,9.298,195.258,2/13/2019,15:06,1,185.96,4.761904762,9.298,8.0
359-90-3665,1,0,1,0,1,18.08,4,3.616,75.936,1/14/2019,18:03,1,72.32,4.761904762,3.616,9.5
375-72-3056,1,0,0,1,5,63.06,3,9.459,198.639,1/19/2019,15:58,2,189.18,4.761904762,9.459,7.0
127-47-6963,0,2,0,1,3,51.71,4,10.342,217.182,3/9/2019,13:53,1,206.84,4.761904762,10.342,9.8
278-86-2735,0,2,0,0,2,52.34,3,7.851,164.87099999999995,3/27/2019,14:03,0,157.02,4.761904762,7.851,9.2
695-28-6250,0,2,0,0,5,43.06,5,10.765,226.065,2/4/2019,16:38,2,215.3,4.761904762,10.765,7.7
379-17-6588,2,1,0,1,1,59.61,10,29.805,625.905,3/14/2019,11:07,0,596.1,4.761904762,29.805,5.3
227-50-3718,0,2,0,1,3,14.62,5,3.655,76.755,3/4/2019,12:23,0,73.1,4.761904762,3.655,4.4
302-15-2162,2,1,1,1,3,46.53,6,13.959,293.139,3/3/2019,10:54,1,279.18,4.761904762,13.959,4.3
788-07-8452,2,1,1,0,4,24.24,7,8.484,178.16400000000004,1/27/2019,17:38,2,169.68,4.761904762,8.484,9.4
560-49-6611,0,2,1,0,5,45.58,1,2.279,47.859,2/7/2019,14:13,0,45.58,4.761904762,2.279,9.8
880-35-0356,0,2,1,0,5,75.2,3,11.28,236.88,2/5/2019,11:51,2,225.6,4.761904762,11.28,4.8
585-11-6748,1,0,1,1,5,96.8,3,14.52,304.92,3/15/2019,13:05,0,290.4,4.761904762,14.52,5.3
470-31-3286,1,0,0,1,3,14.82,3,2.2230000000000003,46.683,3/1/2019,11:30,1,44.46,4.761904762,2.2230000000000003,8.7
152-68-2907,0,2,0,1,2,52.2,3,7.83,164.43,2/15/2019,13:30,1,156.6,4.761904762,7.83,9.5
123-35-4896,2,1,0,0,5,46.66,9,20.997,440.937,2/17/2019,19:11,2,419.94,4.761904762,20.997,5.3
258-69-7810,2,1,0,0,1,36.85,5,9.2125,193.4625,1/26/2019,18:53,0,184.25,4.761904762,9.2125,9.2
334-64-2006,0,2,1,0,4,70.32,2,7.032,147.672,3/24/2019,14:22,2,140.64,4.761904762,7.032,9.6
219-61-4139,2,1,0,1,0,83.08,1,4.154,87.234,1/23/2019,17:16,2,83.08,4.761904762,4.154,6.4
881-41-7302,2,1,0,0,1,64.99,1,3.2495,68.2395,1/26/2019,10:06,1,64.99,4.761904762,3.2495,4.5
373-09-4567,2,1,0,1,2,77.56,10,38.78,814.38,3/14/2019,20:35,2,775.6,4.761904762,38.78,6.9
642-30-6693,1,0,0,0,5,54.51,6,16.352999999999998,343.413,3/17/2019,13:54,2,327.06,4.761904762,16.352999999999998,7.8
484-22-8230,2,1,1,0,1,51.89,7,18.1615,381.3915,1/8/2019,20:08,0,363.23,4.761904762,18.1615,4.5
830-58-2383,1,0,0,1,4,31.75,4,6.35,133.35,2/8/2019,15:26,0,127.0,4.761904762,6.35,8.6
559-98-9873,0,2,1,0,1,53.65,7,18.7775,394.3275,2/10/2019,12:56,2,375.55,4.761904762,18.7775,5.2
544-32-5024,2,1,1,0,2,49.79,4,9.958,209.118,3/28/2019,19:16,1,199.16,4.761904762,9.958,6.4
318-12-0304,0,2,0,1,1,30.61,1,1.5305,32.1405,1/23/2019,12:20,2,30.61,4.761904762,1.5305,5.2
349-97-8902,1,0,1,1,2,57.89,2,5.789,121.569,1/17/2019,10:37,2,115.78,4.761904762,5.789,8.9
421-95-9805,0,2,0,0,0,28.96,1,1.4480000000000002,30.408,2/7/2019,10:18,1,28.96,4.761904762,1.4480000000000002,6.2
277-35-5865,2,1,1,0,2,98.97,9,44.5365,935.2665,3/9/2019,11:23,0,890.73,4.761904762,44.5365,6.7
789-23-8625,1,0,1,1,1,93.22,3,13.983,293.643,1/24/2019,11:45,0,279.66,4.761904762,13.983,7.2
284-54-4231,2,1,1,1,5,80.93,1,4.0465,84.9765,1/19/2019,16:08,1,80.93,4.761904762,4.0465,9.0
443-59-0061,0,2,1,1,2,67.45,10,33.725,708.225,2/3/2019,11:25,2,674.5,4.761904762,33.725,4.2
509-29-3912,0,2,1,0,5,38.72,9,17.424,365.904,3/20/2019,12:24,2,348.48,4.761904762,17.424,4.2
327-40-9673,1,0,1,1,5,72.6,6,21.78,457.38,1/13/2019,19:51,0,435.6,4.761904762,21.78,6.9
840-19-2096,2,1,1,1,0,87.91,5,21.9775,461.5275,3/14/2019,18:10,2,439.55,4.761904762,21.9775,4.4
828-46-6863,0,2,1,1,2,98.53,6,29.559,620.739,1/23/2019,11:22,1,591.18,4.761904762,29.559,4.0
641-96-3695,2,1,1,0,1,43.46,6,13.038,273.798,2/7/2019,17:55,2,260.76,4.761904762,13.038,8.5
420-97-3340,0,2,0,0,2,71.68,3,10.752,225.792,3/28/2019,15:30,1,215.04,4.761904762,10.752,9.2
436-54-4512,0,2,1,0,2,91.61,1,4.5805,96.1905,3/20/2019,19:44,0,91.61,4.761904762,4.5805,9.8
670-79-6321,1,0,1,0,4,94.59,7,33.1065,695.2365,1/17/2019,15:27,1,662.13,4.761904762,33.1065,4.9
852-62-7105,1,0,0,0,1,83.25,10,41.625,874.125,1/12/2019,11:25,1,832.5,4.761904762,41.625,4.4
598-06-7312,1,0,1,1,1,91.35,1,4.5675,95.9175,2/16/2019,15:42,0,91.35,4.761904762,4.5675,6.8
135-13-8269,1,0,1,0,2,78.88,2,7.888,165.648,1/26/2019,16:04,0,157.76,4.761904762,7.888,9.1
816-57-2053,0,2,0,1,5,60.87,2,6.0870000000000015,127.827,3/9/2019,12:37,2,121.74,4.761904762,6.0870000000000015,8.7
628-90-8624,1,0,1,1,3,82.58,10,41.29,867.09,3/14/2019,14:41,0,825.8,4.761904762,41.29,5.0
856-66-2701,0,2,1,1,4,53.3,3,7.995,167.895,1/25/2019,14:19,2,159.9,4.761904762,7.995,7.5
308-39-1707,0,2,0,0,1,12.09,1,0.6045,12.6945,1/26/2019,18:19,1,12.09,4.761904762,0.6045,8.2
149-61-1929,0,2,0,1,5,64.19,10,32.095,673.995,1/19/2019,14:08,1,641.9,4.761904762,32.095,6.7
655-07-2265,0,2,0,1,0,78.31,3,11.7465,246.6765,3/5/2019,16:38,2,234.93,4.761904762,11.7465,5.4
589-02-8023,0,2,1,1,2,83.77,2,8.377,175.917,1/15/2019,10:54,1,167.54,4.761904762,8.377,7.0
420-04-7590,1,0,0,1,4,99.7,3,14.955,314.055,3/18/2019,11:29,2,299.1,4.761904762,14.955,4.7
182-88-2763,1,0,1,1,2,79.91,3,11.9865,251.7165,3/20/2019,19:28,1,239.73,4.761904762,11.9865,5.0
188-55-0967,1,0,1,1,3,66.47,10,33.235,697.935,1/15/2019,15:01,1,664.7,4.761904762,33.235,5.0
610-46-4100,0,2,0,1,3,28.95,7,10.1325,212.7825,3/3/2019,20:31,1,202.65,4.761904762,10.1325,6.0
318-81-2368,2,1,0,0,0,46.2,1,2.31,48.51,3/19/2019,12:16,0,46.2,4.761904762,2.31,6.3
364-33-8584,1,0,1,0,2,17.63,5,4.4075,92.5575,3/8/2019,15:27,0,88.15,4.761904762,4.4075,8.5
665-63-9737,1,0,0,1,1,52.42,3,7.862999999999999,165.123,2/27/2019,17:36,2,157.26,4.761904762,7.862999999999999,7.5
695-09-5146,1,0,1,0,2,98.79,3,14.8185,311.1885,2/23/2019,20:00,2,296.37,4.761904762,14.8185,6.4
155-45-3814,2,1,1,0,0,88.55,8,35.42,743.82,3/19/2019,15:29,2,708.4,4.761904762,35.42,4.7
794-32-2436,1,0,1,1,0,55.67,2,5.567,116.907,3/27/2019,15:08,2,111.34,4.761904762,5.567,6.0
131-15-8856,2,1,1,0,2,72.52,8,29.008000000000006,609.168,3/30/2019,19:26,1,580.16,4.761904762,29.008000000000006,4.0
273-84-2164,2,1,1,1,0,12.05,5,3.0125,63.2625,2/16/2019,15:53,2,60.25,4.761904762,3.0125,5.5
706-36-6154,0,2,1,1,4,19.36,9,8.712,182.952,1/18/2019,18:43,2,174.24,4.761904762,8.712,8.7
778-89-7974,2,1,0,1,3,70.21,6,21.063,442.323,3/30/2019,14:58,0,421.26,4.761904762,21.063,7.4
574-31-8277,1,0,1,1,1,33.63,1,1.6815,35.3115,3/20/2019,19:55,0,33.63,4.761904762,1.6815,5.6
859-71-0933,2,1,1,0,5,15.49,2,1.5490000000000002,32.529,1/16/2019,15:10,0,30.98,4.761904762,1.5490000000000002,6.3
740-11-5257,2,1,0,1,0,24.74,10,12.37,259.77,2/24/2019,16:44,0,247.4,4.761904762,12.37,7.1
369-82-2676,1,0,0,1,0,75.66,5,18.915,397.215,1/15/2019,18:22,2,378.3,4.761904762,18.915,7.8
563-47-4072,1,0,0,0,3,55.81,6,16.743,351.603,1/22/2019,11:52,0,334.86,4.761904762,16.743,9.9
742-04-5161,0,2,1,1,4,72.78,10,36.39,764.19,2/3/2019,17:24,0,727.8,4.761904762,36.39,7.3
149-15-7606,1,0,1,1,5,37.32,9,16.794,352.6740000000001,3/6/2019,15:31,2,335.88,4.761904762,16.794,5.1
133-77-3154,1,0,1,1,1,60.18,4,12.036,252.756,2/16/2019,18:04,1,240.72,4.761904762,12.036,9.4
169-52-4504,0,2,0,0,0,15.69,3,2.3535,49.4235,3/14/2019,14:13,1,47.07,4.761904762,2.3535,5.8
